#Jellyfish(all)100702.txt
#http://forum.enjoysudoku.com/a-pure-jellyfish-collection-t5776.html
#Puzzle,Label,Score,JF>=
1....23...4..1......56....7..7.....6.5.....1.3.....8..8....12......9..3...67....4,W4-tarek-634,3,1
1....23...4..1......56....7..7.....6.5.....1.3.....8..8....12......9..3...65....4,W4-tarek-635,3,1
1....23...4..1......54....6..6.....3.3.....4.7.....1..8....72......2..9...46....5,W4-tarek-636,3,1
1....23...3..1......45....6..6.....7.7.....6.3.....2..2....81......2..4...96....5,W4-tarek-637,3,1
1....23...3..4......56....2..7.....8.8.....5.2.....4..4....31......1..4...85....6,W4-tarek-638,3,1
1....23...2..3......45....6..7.....4.5.....7.3.....8..8....32.........6...67....5,W4-tarek-639,3,1
1....23...2..1......45....6..6.....5.5.....4.3.....7..7....12......6..8...58....4,W4-tarek-640,3,1
1....23...4..5......56....7..8.....6.3.....9.9.....2..2....31......7..3...98....5,W4-tarek-641,3,1
1....23...4..5......56....7..7.....4.6.....8.3.....2..2....15......2..1...48....6,W4-tarek-642,3,1
1....23...4..1......56....4..7.....5.5.....6.3.....8..8....31......2..8...65....7,W4-tarek-643,7,1
1....23...2..4......56....4..6.....7.8.....1.2.....8..3....12......5..3...74....6,W4-tarek-644,3,1
1....23...4..3......56....7..7.....8.6.....5.9.....4..2....41......9..7...17....6,W4-tarek-645,4,1
1....23...3.........45....6..6.....7.5.....6.2.....1..8....32......2..1...76....4,W4-tarek-647,3,1
1....23...3..4......45....6..7.....5.1.....3.3.....8..8....12......7..5...56....4,W4-tarek-648,3,1
1....23...4..3......54....6..6.....5.2.....3.7.....1..3....12......7..8...95....4,W4-tarek-649,3,1
1....23...4..1......56....7..6.....8.8.....7.3.....2..2....31......2..5...87....6,W4-tarek-650,4,1
1....23...4..1......54....6..6.....7.5.....6.3.....8..8....39......8..1...46....5,W4-tarek-651,3,1
1....23...4..5......34....6..6.....4.7.....3.5.....2..8....15......8..2...46....7,W4-tarek-652,3,1
1....23...2..3......45....6..5.....7.7.....5.8.....1..2....38......1..7...64....5,W4-tarek-653,4,1
1....23...4..1......56....7..8.....6.5.....4.2.....1..7....12......3..9...67....5,W4-tarek-654,4,1
1....23...4..5......56....4..4.....7.2.....8.3.....1..6....38......4..3...75....6,W4-tarek-655,3,1
1....23...4..1......56....4..4.....7.6.....8.3.....2..2....18......8..3...74....6,W4-tarek-656,4,1
1....23...3..4......56....7..7.....6.1.....7.2.....4..5....31......2..8...67....5,W4-tarek-657,3,1
1....23...3..4......56....7..7.....8.6.....5.3.....2..4....37......2..4...89....6,W4-tarek-658,3,1
1....23...3..1......45....6..7.....5.8.....6.3.....1..9....32......2..8...56....7,W4-tarek-659,3,1
1....23...4..3......56....4..4.....7.7.....6.3.....8..2....31......8..9...74....6,W4-tarek-660,4,1
1....23...4..1......34....5..5.....6.6.....7.2.....8..8....32......2..1...75....4,W4-tarek-661,3,1
1....23...3..4......56....7..8.....9.6.....5.2.....1..3....12......3..7...78....6,W4-tarek-662,3,1
1....23...4..3......54....6..1.....4.6.....5.2.....7..3....71......2..8...46....5,W4-tarek-663,3,1
1....23...4..5......67....4..4.....8.7.....9.3.....2..6....35......1..3...84....7,W4-tarek-664,3,1
1....23...3..4......56....4..4.....7.2.....3.8.....1..3....12......5..7...74....6,W4-tarek-665,4,1
1....23...4..1......56....7..8.....6.5.....4.3.....2..2....39......2..1...65....8,W4-tarek-666,3,1
1....23...4..1......56....7..7.....5.2.....4.3.....1..2....18......7..6...95....3,W4-tarek-667,3,1
1....23...3..1......45....6..5.....7.6.....4.3.....2..2....18......8..6...67....5,W4-tarek-668,3,1
1....23...4..1......54....6..6.....5.7.....4.3.....8..8....32......2..8...45....7,W4-tarek-669,4,1
1....23...4..1......56....7..7.....8.6.....5.9.....4..2....41......9..7...17....6,W4-tarek-670,4,1
1....23...3..1......45....6..6.....5.1.....7.8.....1..2....38......8..9...76....4,W4-tarek-671,7,1
1....23...2..4......56....7..7.....6.1.....5.3.....1..4....52......8..7...67....4,W4-tarek-672,3,1
1....23...4..5......51....6..7.....4.5.....2.3.....1..2....36......2..8...97....5,W4-tarek-673,3,1
1....23...4..5......56....7..8.....9.6.....4.3.....2..5....31......2..3...94....6,W4-tarek-674,3,1
1....23...4..1......54....6..4.....7.7.....5.2.....8..3....81......2..8...76....4,W4-tarek-675,3,1
1....23...4..3......56....7..7.....3.6.....4.3.....1..8....12......8..1...37....6,W4-tarek-676,4,1
1....23...4..5......64....5..5.....7.8.....9.3.....1..6....32......6..1...75....4,W4-tarek-677,3,1
1....23...4..3......54....6..4.....7.6.....5.3.....2..2....31......1..8...67....4,W4-tarek-678,4,1
1....23...2..3......45....6..6.....7.8.....9.3.....8..7....32......1..5...16....4,W4-tarek-679,3,1
1....23...4..3......54....6..4.....7.6.....5.3.....2..2....81......1..3...67....4,W4-tarek-680,4,1
1....23...4..1......54....6..6.....5.7.....6.3.....1..2....18......8..3...46....7,W4-tarek-681,7,1
1....23...4..1......56....7..7.....6.6.....2.2.....8..8....34......4..7...97....5,W4-tarek-682,3,1
1....23...2..4......53....6..6.....7.7.....5.2.....1..8....56......1..2...37....9,W4-tarek-683,7,1
1....23...4..1......56....7..6.....8.9.....6.2.....4..7....41......2..4...85....9,W4-tarek-684,3,1
1....23...2..3......45....6..5.....4.7.....5.8.....1..3....68......1..3...67....5,W4-tarek-685,3,1
1....23...4..3......56....7..7.....8.6.....7.3.....1..9....32......1..9...84....6,W4-tarek-686,3,1
1....23...2..3......45....6..6.....7.4.....6.8.....1..2....38......1..5...56....4,W4-tarek-687,3,1
1....23...4..5......56....7..4.....6.6.....8.3.....1..8....35......8..2...67....4,W4-tarek-688,3,1
1....23...4..5......56....4..4.....7.8.....1.2.....8..9....12......4..3...75....6,W4-tarek-689,3,1
1....23...3..1......45....6..6.....5.5.....7.8.....2..2....18......8..6...54....7,W4-tarek-690,3,1
1....23...3..1......45....6..2.....7.6.....5.3.....8..9....31......8..9...56....2,W4-tarek-691,3,1
1....23...3..1......45....6..2.....7.6.....4.3.....8..9....31......8..9...56....2,W4-tarek-692,3,1
1....23...4.........56....4..4.....7.6.....8.8.....1..2....38......1..3...74....6,W4-tarek-693,3,1
1....23...3..4......56....7..4.....6.8.....1.3.....2..2....38......6..5...14....9,W4-tarek-694,7,1
1....23...3..1......45....6..5.....3.7.....1.6.....2..2....17......4..8...86....5,W4-tarek-695,3,1
1....23...2..4......56....7..7.....6.6.....5.3.....4..4....32......2..8...17....5,W4-tarek-696,4,2
1....23......4......56....7..7.....6.6.....5.2.....4..4....32......2..8...17....5,W4-tarek-697,4,2
1....23...4..1......54....6..7.....5.2.....1.3.....2..2....37......7..8...96....4,W4-tarek-698,3,1
1....23...4..5......67....4..4.....8.7.....9.6.....5..5....12......3..1...84....7,W4-tarek-699,3,1
1....23...2..4......56....7..4.....6.3.....5.8.....2..5....38......6..1...67....4,W4-tarek-700,3,1
1....23...4..5......67....4..4.....7.8.....6.2.....1..6....52......1..5...74....8,W4-tarek-701,4,1
1....23...4..5......34....6..6.....4.2.....7.8.....1..9....17......3..8...46....2,W4-tarek-702,3,1
1....23...4..1......56....7..6.....8.7.....5.3.....4..2....31......2..7...75....6,W4-tarek-703,3,1
1....23...4..1......56....7..7.....6.6.....5.2.....4..8....12......3..8...67....5,W4-tarek-704,3,1
1....23...4..3......54....6..6.....7.7.....4.2.....8..8....32......1..8...46....5,W4-tarek-705,7,1
1....23...4..5......64....2..7.....6.8.....7.3.....5..5....31......2..5...46....8,W4-tarek-706,3,1
1....23...4..5......67....8..8.....9.7.....6.3.....4..5....41......1..8....8....7,W4-tarek-707,3,1
1....23...4..3......56....7..8.....4.7.....9.3.....1..8....32......1..5...94....8,W4-tarek-708,3,1
1....23...2..1......45....6..6.....5.3.....4.2.....7..7....31......6..8...58....4,W4-tarek-709,3,1
1....23...2..4......35....6..6.....5.5.....7.7.....8..8....17......9..1...56....2,W4-tarek-710,3,1
1....23...4..1......56....7..8.....6.5.....8.3.....2..2....18......3..2...67....4,W4-tarek-711,3,1
1....23...2..4......45....6..6.....4.3.....1.2.....7..7....31......6......54....8,W4-tarek-712,4,1
1....23...3..4......45....6..6.....7.4.....5.3.....8..8....31......6..4...57....9,W4-tarek-713,4,1
1....23...2..3......45....6..7.....5.6.....7.2.....8..9....81......2..5...57....4,W4-tarek-714,3,1
1....23......4......56....7..7.....8.6.....7.2.....1..3....42......3..5...87....6,W4-tarek-715,3,1
1....23...3..1......45....6..6.....4.5.....7.8.....1..9....38......2..5...56....7,W4-tarek-716,3,1
1....23...4..1......56....7..7.....5.1.....8.8.....2..2....89......7..1...35....2,W4-tarek-717,3,1
1....23...4..5......64....7..7.....5.6.....3.8.....2..2....36......7..9...85....4,W4-tarek-718,3,1
1....23...4..3......56....7..7.....6.5.....4.2.....8..8....32......2..8...47....5,W4-tarek-719,3,2
1....23......4......56....7..7.....5.6.....7.2.....4..4....32......2..8...15....6,W4-tarek-720,3,2
1....23...2..4......56....7..7.....5.6.....7.3.....4..4....32......2..8...15....6,W4-tarek-721,3,2
1....23...3..4......51....6..6.....7.7.....1.4.....2..2....34......2..6...76....8,W4-tarek-722,7,1
1....23...4..5......67....5..5.....4.3.....8.8.....2..2....31......7..2...45....6,W4-tarek-723,4,1
1....23...4..5......67....5..5.....4.3.....8.8.....2..2....31......9..2...45....6,W4-tarek-724,3,1
1....23...4..1......54....6..4.....7.7.....5.3.....2..2....81......3..2...67....5,W4-tarek-725,3,1
1....23...3..1......45....6..6.....5.7.....2.3.....7..2....71......8..6...56....4,W4-tarek-726,3,1
1....23...4..1......56....7..8.....2.5.....8.3.....4..2....31......4..5...98....6,W4-tarek-727,3,1
1....23...4..3......56....7..8.....5.6.....4.3.....2..2....31......1..9...45....8,W4-tarek-728,3,1
1....23...4..3......56....7..7.....6.8.....5.3.....4..2....91......1..6...67....2,W4-tarek-729,3,1
1....23...4..5......64....7..7.....6.6.....2.8.....1..2....18......7..3...46....9,W4-tarek-730,3,1
1....23...4..5......67....8..8.....7.7.....2.2.....5..3....42.........8...98....6,W4-tarek-731,3,1
1....23...2..1......45....6..7.....4.5.....7.8.....1..2....38......8......64....5,W4-tarek-732,3,1
1....23...4..5......67....1..8.....9.2.....5.3.....1..2....35......6..4...9.....7,W4-tarek-733,5,1
1....23...4..5......34....6..6.....7.7.....3.2.....5..5....32......1..5...86....4,W4-tarek-734,3,1
1....23...2..4......56....7..7.....6.5.....7.3.....1..4....12......6..8...87....5,W4-tarek-735,3,1
1....23...3..4......56....7..7.....5.6.....1.8.....6..4....82......7..3...65....4,W4-tarek-736,3,1
1....23...4..5......56....4..4.....7.8.....1.2.....8..3....12......4..3...67....5,W4-tarek-737,3,1
1....23...4..1......54....6..6.....5.7.....4.2.....8..3....61......8..2...45....7,W4-tarek-738,3,1
1....23...2..4......56....7..8.....5.5.....7.3.....4..4....32......2..8...75....6,W4-tarek-739,4,1
1....23...4..3......56....7..4.....8.8.....6.3.....2..2....31......1..9...64....5,W4-tarek-740,3,1
1....23...4..5......56....1..7.....4.8.....5.2.....8..3....19......8..2...14....7,W4-tarek-741,3,1
1....23...3..4......56....2..2.....7.8.....5.3.....4..4....31......5..9...12....5,W4-tarek-742,7,1
1....23...3.........45....6..7.....5.4.....8.3.....2..9....31......2..4...56....7,W4-tarek-743,3,1
1....23...2..4......56....7..6.....8.8.....6.3.....2..9....31......2..5...75....6,W4-tarek-744,3,1
1....23...2..4......56....7..7.....5.4.....6.8.....2..2....18......8..9...17....4,W4-tarek-745,3,1
1....23...2..1......45....6..7.....5.8.....9.6.....2..2....18......6..7...54....9,W4-tarek-746,4,1
1....23...4..5......56....7..7.....6.5.....8.3.....2..2....31.........2...67....4,W4-tarek-747,3,1
1....23...4..1......56....7..7.....6.3.....2.2.....4..4....31......8..7...67....5,W4-tarek-748,3,1
1....23...4..3......54....6..4.....5.6.....4.3.....7..2....71......1..8...65....9,W4-tarek-749,3,1
1....23...2..4......35....6..2.....5.5.....7.7.....8..8....17......9..1...56....2,W4-tarek-750,4,1
1....23...4..5......56....4..7.....5.8.....6.3.....2..7....31......1..2...64....8,W4-tarek-751,3,1
1....23...3..4......56....7..7.....6.6.....5.2.....1..4....12.........6...85....9,W4-tarek-752,3,2
1....23...2..4......56....7..7.....6.4.....5.3.....1..8....14......7..6...68....3,W4-tarek-753,3,1
1....23...4..5......34....6..7.....4.6.....1.2.....8..7....31......1..9...46....5,W4-tarek-754,3,1
1....23...4..5......64....7..8.....4.9.....6.3.....1..5....37......1..2...46....9,W4-tarek-755,4,1
1....23...4..5......64....5..7.....4.8.....6.3.....1..9....35......1..2...46....8,W4-tarek-756,3,1
1....23...4..5......36....7..7.....4.6.....3.5.....2..2....51......2......87....6,W4-tarek-757,3,1
1....23...4..5......67....8..8.....4.6.......3.....2..2....51......2..3...74....6,W4-tarek-758,4,1
1....23...4..3......56....7..7.....3.6.....5.8.....2..2....51......2..8...37....6,W4-tarek-759,3,1
1....23...2..4......56....7..6.....2.8.....5.3.....4..4....98......8..6...75....9,W4-tarek-760,3,1
1....23...3..4......56....7..7.....8.8.....7.2.....1..9....42......1..5...87....6,W4-tarek-761,4,1
1....23...4..5......67....5..5.....7.2.......3.....4..2....41......6..8...75....6,W4-tarek-762,3,1
1....23...2..4......35....1..6.....5.4.....7.8.....2..2....14......7..9...59....6,W4-tarek-763,3,1
1....23...4..3......56....7..4.....8.6.....4.2.....9..3....12......9..1...85....6,W4-tarek-764,3,1
1....23...4..1......56....7..4.....8.8.....6.2.....1..3....12......3..9...68....5,W4-tarek-765,3,1
1....23...3..4......56....1..4.....6.2.....1.3.....7..4....72......8..5...61....4,W4-tarek-766,4,1
1....23...4..3......56....7..7.....1.6.....5.2.....4..7....32......5..6...17....8,W4-tarek-767,3,2
1....23...4..5......56....7..7.....8.9.....3.3.....2..9....31......9..2...68....5,W4-tarek-768,3,1
1....23...4..3......35....4..4.....5.6.....7.8.....1..3....72......2..8...54....6,W4-tarek-769,3,1
1....23...2..4......56....7..7.....6.6.....5.8.....1..4....32......1..8...67....5,W4-tarek-770,3,1
1....23...4..1......56....7..8.....4.5.....8.3.....2..2....31......2..6...78....5,W4-tarek-771,3,1
1....23...2..4......45....6..5.....7.8.....1.2.....8..3....12......6..3...74....5,W4-tarek-772,3,1
1....23...2..4......56....7..7.....6.1.....8.8.....9..4....92......5..7...67....4,W4-tarek-773,7,1
1....23...2..4......35....6..6.....4.7.....1.8.....7..2....78......6..4...54....3,W4-tarek-774,3,1
1....23...4..5......67....8..2.....7.7.....6.3.....9..2....15......6..4...78....2,W4-tarek-775,7,1
1....23...4..1......54....6..7.....4.6.....2.3.....6..2....31......5..3...48....7,W4-tarek-776,7,1
1....23...4..5......34....6..5.....4.6.....1.3.....7..7....12......6..3...48....5,W4-tarek-777,3,1
1....23...4..1......56....7..7.....8.6.....5.3.....4..2....39......4..7...97....6,W4-tarek-778,4,1
1....23...4..5......56....7..7.....6.8.....2.3.....1..2....48......6..3...67....5,W4-tarek-779,3,1
1....23...4..1......25....6..6.....3.7.....1.8.....2..2....18......9..5...36....4,W4-tarek-780,4,1
1....23...4..1......56....7..7.....3.6.....5.2.....8..3....72......2..8...45....6,W4-tarek-781,3,1
1....23...3..4......56....7..8.....6.7.....5.9.....4..4....31......1..4...65....8,W4-tarek-782,3,1
1....23...3..4......56....7..6.....8.7.....5.9.....4..4....31......1..4...85....6,W4-tarek-783,3,1
1....23...2..3......45....6..5.....7.4.....6.8.....1..3....19......2..1...74....5,W4-tarek-784,3,1
1....23...2..4......56....1..6.....4.7.....1.3.....2..2....37......6..5...45....8,W4-tarek-785,3,1
1....23...2..1......45....6..6.....4.3.....7.7.....8..8....32......2..4...16....5,W4-tarek-786,3,1
1....23...2..1......45....6..7.....4.5.....7.2.....8..8....12......3..6...67....5,W4-tarek-787,3,1
1....23......4......45....6..7.....4.3.....8.8.....1..2....38......7..6...56....7,W4-tarek-788,3,1
1....23...4..1......56....7..7.....4.6.....5.2.....8..9....12......5..9...47....5,W4-tarek-789,3,1
1....23...2..4......56....7..7.....8.6.....7.3.....1..6....32......9..5...87....6,W4-tarek-790,3,1
1....23...3..4......56....7..7.....6.8.....5.3.....2..2....31......1..6...97....8,W4-tarek-791,3,1
1....23...4..5......36....7..7.....6.6.....3.8.....9..2....81......9..2...67....4,W4-tarek-792,3,1
1....23...3..4......45....6..6.....7.2.....3.8.....1..3....12......5..7...56....4,W4-tarek-793,3,1
1....23...4..1......56....4..4.....5.5.....7.3.....8..2....31......2..8...75....6,W4-tarek-794,4,1
1....23...2..3......45....6..6.....5.4.....6.3.....7..2....31......7..8...54....9,W4-tarek-795,3,1
1....23...4..5......54....6..6.....4.1.....3.3.....2..2....71......8..7...46....8,W4-tarek-796,4,1
1....23...2..1......45....6..6.....4.7.....5.2.....8..3....12......8..3...56....7,W4-tarek-797,3,1
1....23...4..5......56....7..7.....4.5.....1.3.....2..2....18......9..2...47....6,W4-tarek-798,4,1
1....23...4..5......36....5..5.....7.2.....8.9.....1..2....39......1..2...75....6,W4-tarek-799,3,1
1....23...4..5......54....6..4.....5.6.....1.2.....7..7....12......6..3...85....9,W4-tarek-800,3,1
1....23...4..5......54....6..4.....5.6.....1.7.....8..8....17......6..3...25....9,W4-tarek-801,3,1
1....23...4..1......54....6..7.....5.1.....8.3.....2..2....81......6..3...95....4,W4-tarek-802,3,1
1....23...2..3......45....6..6.....4.5.....7.8.....1..3....18......2..6...86....5,W4-tarek-803,3,1
1....23...4..3......56....4..7.....6.5.....4.2.....8..8....31......8..9...64....7,W4-tarek-804,3,1
1....23...3..4......56....7..7.....6.6.....5.2.....4..8....31......2..9...67....5,W4-tarek-805,3,1
1....23...2..4......56....4..4.....5.3.....7.7.....8..8....12......5..1...64....3,W4-tarek-806,3,1
1....23...4..1......56....7..4.....8.8.....6.2.....1..3....12......3..9...64....5,W4-tarek-807,3,1
1....23...2..4......45....6..6.....5.7.....6.8.....2..9....31......2..7...56....4,W4-tarek-808,7,1
1....23...4..3......54....6..6.....7.7.....4.8.....2..2....31......8..9...46....5,W4-tarek-809,3,1
1....23...3..1......45....6..6.....5.7.....8.2.....1..3....12......5..6...86....7,W4-tarek-810,7,1
1....23...4..5......67....4..7.....6.3.....2.2.....8..8....31......7..3...14....5,W4-tarek-811,3,1
1....23...4..5......56....4..7.....6.8.....9.3.....2..7....31......2..3...64....8,W4-tarek-812,3,1
1....23...4..3......35....6..7.....4.8.....1.9.....2..2....19......7..2...56....3,W4-tarek-813,3,1
1....23...4..1......56....7..8.....5.6.....8.3.....9..9....31......9..3...45....6,W4-tarek-814,3,1
1....23...4..3......56....7..7.....8.9.....1.3.....6..8....15......7..3...69....4,W4-tarek-815,3,1
1....23......4......45....6..6.....7.3.....2.2.....8..8....32......6..7...74....5,W4-tarek-816,4,1
1....23...3..1......45....6..7.....2.5.....4.3.....8..2....71......3..9...96....5,W4-tarek-817,3,1
1....23...4..5......64....7..5.....6.8.....3.3.....1..2....18......7..1...46....5,W4-tarek-818,3,1
1....23...2..1......45....6..6.....5.7.....6.2.....8..3....14......3..2...54....7,W4-tarek-819,3,1
1....23...4..5......56....7..4.....5.1.....2.2.....1..3....18......6..9...27....4,W4-tarek-820,4,1
1....23...2..1......45....6..6.....7.3.....8.8.....1..3....18......4..7...76....5,W4-tarek-821,3,1
